ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LAT,LONG
,208-02575,208-02570,5,Black,MS,N,N,SFMTA,ON,0,257,08TH ST,411000,MC2, ,37.775239,-122.410234
,470-06322,470-06320,2,Black,MS,N,N,SFMTA,ON,0,632,HOWARD ST,7035000,MC5,Downtown,37.786378,-122.398898
,470-06248,470-06240,8,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.78641,-122.398857
,568-02156,568-02150,6,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.791523,-122.395203
,568-02155,568-02150,5,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.79153,-122.395193
,568-02154,568-02150,4,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.791537,-122.395185
,568-02153,568-02150,3,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.791543,-122.395177
,568-02152,568-02150,2,Black,MS,N,N,SFMTA,ON,0,215,MISSION ST,9085000,MC5,Downtown,37.79155,-122.395168
,568-02098,568-02090,8,Black,MS,N,N,SFMTA,ON,0,209,MISSION ST,9085000,MC5,Downtown,37.791565,-122.39515
,568-02097,568-02090,7,Black,MS,N,N,SFMTA,ON,0,209,MISSION ST,9085000,MC5,Downtown,37.791572,-122.395141
,568-02096,568-02090,6,Black,MS,N,N,SFMTA,ON,0,209,MISSION ST,9085000,MC5,Downtown,37.791578,-122.395134
,568-02095,568-02090,5,Black,MS,N,N,SFMTA,ON,0,209,MISSION ST,9085000,MC5,Downtown,37.791585,-122.395125
,568-02094,568-02090,4,Black,MS,N,N,SFMTA,ON,0,209,MISSION ST,9085000,MC5,Downtown,37.79159,-122.395118
,720-03356,720-03350,6,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.795885,-122.400017
,720-03355,720-03350,5,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.795886,-122.400008
,720-03354,720-03350,4,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.795887,-122.399996
,720-03353,720-03350,3,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.795888,-122.399987
,720-03352,720-03350,2,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.79589,-122.399978
,720-03351,720-03350,1,Black,MS,Y,N,SFMTA,ON,0,335,WASHINGTON ST,13405000,MC5,Downtown,37.795891,-122.399969
,720-03270,720-03270,10,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795892,-122.399957
,720-03278,720-03270,8,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795895,-122.399934
,720-03277,720-03270,7,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795896,-122.399924
,720-03276,720-03270,6,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795898,-122.399912
,720-03275,720-03270,5,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795899,-122.399901
,720-03274,720-03270,4,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795901,-122.399888
,720-03273,720-03270,3,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795903,-122.399874
,720-03272,720-03270,2,Black,MS,Y,N,SFMTA,ON,0,327,WASHINGTON ST,13405000,MC5,Downtown,37.795904,-122.399862
,720-05438,720-05430,8,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795482,-122.403123
,720-05437,720-05430,7,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795483,-122.403109
,720-05436,720-05430,6,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795485,-122.403099
,363-01220,-,0,Black,SS,N,N,SFMTA,ON,0,122,COLUMBUS AVE,4288000,MC2, ,37.796694,-122.40482
,612-17360,-,0,Black,SS,N,N,SFMTA,ON,0,1736,POLK ST,10572000,MC3, ,37.793039,-122.421107
,447-01185,447-01180,5,Black,MS,N,N,SFMTA,ON,0,118,GREENWICH ST,6485000,MC3, ,37.803221,-122.40263
,447-01184,447-01180,4,Black,MS,N,N,SFMTA,ON,0,118,GREENWICH ST,6485000,MC3, ,37.803223,-122.402619
,447-01183,447-01180,3,Black,MS,N,N,SFMTA,ON,0,118,GREENWICH ST,6485000,MC3, ,37.803224,-122.402604
,447-01182,447-01180,2,Black,MS,N,N,SFMTA,ON,0,118,GREENWICH ST,6485000,MC3, ,37.803226,-122.402592
,447-01166,447-01160,6,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.803229,-122.402569
,447-01165,447-01160,5,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.80323,-122.40256
,447-01164,447-01160,4,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.803232,-122.402547
,447-01163,447-01160,3,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.803233,-122.402535
,447-01162,447-01160,2,Black,MS,N,N,SFMTA,ON,0,116,GREENWICH ST,6485000,MC3, ,37.803235,-122.402523
,324-11026,324-11020,6,Black,MS,N,N,SFMTA,ON,0,1102,BATTERY ST,2767000,MC3, ,37.801535,-122.401566
,324-11025,324-11020,5,Black,MS,N,N,SFMTA,ON,0,1102,BATTERY ST,2767000,MC3, ,37.801525,-122.401564
,324-11024,324-11020,4,Black,MS,N,N,SFMTA,ON,0,1102,BATTERY ST,2767000,MC3, ,37.801516,-122.401563
,324-11023,324-11020,3,Black,MS,N,N,SFMTA,ON,0,1102,BATTERY ST,2767000,MC3, ,37.801507,-122.401561
,324-11022,324-11020,2,Black,MS,N,N,SFMTA,ON,0,1102,BATTERY ST,2767000,MC3, ,37.801496,-122.401559
,324-11046,324-11040,6,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3, ,37.801592,-122.401577
,324-11045,324-11040,5,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3, ,37.801584,-122.401576
,324-11044,324-11040,4,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3, ,37.801575,-122.401574
,324-11043,324-11040,3,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3, ,37.801563,-122.401572
,324-11042,324-11040,2,Black,MS,N,N,SFMTA,ON,0,1104,BATTERY ST,2767000,MC3, ,37.801553,-122.40157
,324-11066,324-11060,6,Black,MS,N,N,SFMTA,ON,0,1106,BATTERY ST,2767000,MC3, ,37.801653,-122.401589
,331-05250,-,0,Black,SS,Y,N,SFMTA,ON,0,525,BRYANT ST,3283000,MC5,South Embarcadero,37.780689,-122.396475
,331-05230,-,0,Black,SS,Y,N,SFMTA,ON,0,523,BRYANT ST,3283000,MC5,South Embarcadero,37.780696,-122.396465
,331-05210,-,0,Black,SS,Y,N,SFMTA,ON,0,521,BRYANT ST,3283000,MC5,South Embarcadero,37.780705,-122.396454
,471-06699,471-06690,9,Black,MS,Y,N,SFMTA,ON,0,669,HARRISON ST,6716000,MC5,South Embarcadero,37.782667,-122.397071
,471-06694,471-06690,4,Black,MS,Y,N,SFMTA,ON,0,669,HARRISON ST,6716000,MC5,South Embarcadero,37.782705,-122.397023
,720-05247,720-05240,7,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.795663,-122.402703
,720-05246,720-05240,6,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.795664,-122.40269
,720-05245,720-05240,5,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.795666,-122.402677
,720-05244,720-05240,4,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.795667,-122.402667
,720-05243,720-05240,3,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.795669,-122.402656
,720-05242,720-05240,2,Black,MS,N,N,SFMTA,ON,0,524,WASHINGTON ST,13408000,MC5,Downtown,37.79567,-122.402645
,359-05408,359-05400,8,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794759,-122.403022
,359-05407,359-05400,7,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.79476,-122.403013
,359-05406,359-05400,6,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794761,-122.403005
,359-05405,359-05400,5,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794762,-122.402995
,359-05404,359-05400,4,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794764,-122.402986
,359-05403,359-05400,3,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794765,-122.402977
,359-05402,359-05400,2,Black,MS,N,N,SFMTA,ON,0,540,CLAY ST,4085000,MC5,Downtown,37.794766,-122.402967
,359-05388,359-05380,8,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794769,-122.402945
,359-05387,359-05380,7,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.79477,-122.402935
,359-05386,359-05380,6,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794772,-122.402923
,359-05385,359-05380,5,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794773,-122.402913
,359-05384,359-05380,4,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794774,-122.402901
,359-05383,359-05380,3,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794776,-122.402887
,359-05382,359-05380,2,Black,MS,N,N,SFMTA,ON,0,538,CLAY ST,4085000,MC5,Downtown,37.794778,-122.402876
,359-05368,359-05360,8,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794781,-122.402852
,359-05367,359-05360,7,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794782,-122.40284
,359-05366,359-05360,6,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794784,-122.402829
,359-05365,359-05360,5,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794785,-122.402816
,359-05364,359-05360,4,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794787,-122.402804
,359-05363,359-05360,3,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.794788,-122.402794
,359-05362,359-05360,2,Black,MS,N,N,SFMTA,ON,0,536,CLAY ST,4085000,MC5,Downtown,37.79479,-122.40278
,359-05349,359-05340,9,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794793,-122.402754
,359-05348,359-05340,8,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794795,-122.402739
,359-05347,359-05340,7,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794797,-122.402725
,359-05346,359-05340,6,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794799,-122.402712
,359-05345,359-05340,5,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.7948,-122.402699
,208-02574,208-02570,4,Black,MS,N,N,SFMTA,ON,0,257,08TH ST,411000,MC2, ,37.775246,-122.410242
,208-02573,208-02570,3,Black,MS,N,N,SFMTA,ON,0,257,08TH ST,411000,MC2, ,37.775253,-122.410251
,208-02572,208-02570,2,Black,MS,N,N,SFMTA,ON,0,257,08TH ST,411000,MC2, ,37.77526,-122.41026
,209-02127,209-02120,7,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774608,-122.412832
,209-02126,209-02120,6,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774616,-122.412842
,209-02125,209-02120,5,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774622,-122.412849
,209-02124,209-02120,4,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.77463,-122.412858
,209-02123,209-02120,3,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774636,-122.412866
,355-02350,-,0,Black,SS,N,N,SFMTA,ON,0,235,CHURCH ST,4010000,MC3, ,37.766447,-122.428741
,720-05371,720-05370,1,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.795507,-122.402922
,568-02454,568-02450,4,Black,MS,N,N,SFMTA,ON,0,245,MISSION ST,9085000,MC5,Downtown,37.791217,-122.395585
,568-02453,568-02450,3,Black,MS,N,N,SFMTA,ON,0,245,MISSION ST,9085000,MC5,Downtown,37.791223,-122.395578
,568-02452,568-02450,2,Black,MS,N,N,SFMTA,ON,0,245,MISSION ST,9085000,MC5,Downtown,37.79123,-122.395569
,568-02390,568-02390,10,Black,MS,N,N,SFMTA,ON,0,239,MISSION ST,9085000,MC5,Downtown,37.791244,-122.395551
,568-02399,568-02390,9,Black,MS,N,N,SFMTA,ON,0,239,MISSION ST,9085000,MC5,Downtown,37.791251,-122.395542
,568-02398,568-02390,8,Black,MS,N,N,SFMTA,ON,0,239,MISSION ST,9085000,MC5,Downtown,37.791258,-122.395534
,202-00038,202-00030,8,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.789151,-122.401105
,202-00034,202-00030,4,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.78918,-122.401141
,202-00032,202-00030,2,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.789195,-122.40116
,202-00036,202-00030,6,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.789166,-122.401123
,651-00144,651-00140,4,Black,MS,N,N,SFMTA,ON,0,14,SANSOME ST,11542000,MC5,Downtown,37.790683,-122.400566
,651-00143,651-00140,3,Black,MS,N,N,SFMTA,ON,0,14,SANSOME ST,11542000,MC5,Downtown,37.790673,-122.400563
,651-00142,651-00140,2,Black,MS,N,N,SFMTA,ON,0,14,SANSOME ST,11542000,MC5,Downtown,37.790662,-122.400561
,651-00141,651-00140,1,Black,MS,N,N,SFMTA,ON,0,14,SANSOME ST,11542000,MC5,Downtown,37.790652,-122.400559
,651-00167,651-00160,7,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790767,-122.400583
,651-00166,651-00160,6,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790758,-122.400581
,651-00165,651-00160,5,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790747,-122.400579
,205-06228,205-06220,8,Black,MS,Y,N,SFMTA,ON,0,622,05TH ST,306000,MC5,South Embarcadero,37.775967,-122.398154
,471-06693,471-06690,3,Black,MS,Y,N,SFMTA,ON,0,669,HARRISON ST,6716000,MC5,South Embarcadero,37.782731,-122.396987
,471-06692,471-06690,2,Black,MS,Y,N,SFMTA,ON,0,669,HARRISON ST,6716000,MC5,South Embarcadero,37.78274,-122.396975
,471-06691,471-06690,1,Black,MS,Y,N,SFMTA,ON,0,669,HARRISON ST,6716000,MC5,South Embarcadero,37.782749,-122.396963
,618-04060,-,0,Black,SS,N,N,SFMTA,ON,0,406,PRESIDIO AVE,10765000,MC3, ,37.788064,-122.446859
,618-04040,-,0,Black,SS,N,N,SFMTA,ON,0,404,PRESIDIO AVE,10765000,MC3, ,37.788076,-122.446861
,619-00330,619-00003,33,Black,MS,Y,N,SFMTA,ON,0,33,PETER YORKE WAY,10384000,MC3, ,37.785665,-122.424084
,209-02122,209-02120,2,Black,MS,N,N,SFMTA,ON,0,212,09TH ST,451000,MC2, ,37.774643,-122.412875
,210-01219,210-01210,9,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.77485,-122.415233
,210-01218,210-01210,8,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.774857,-122.415241
,210-01217,210-01210,7,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.774864,-122.415251
,210-01216,210-01210,6,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.774871,-122.415259
,210-01215,210-01210,5,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.77488,-122.41527
,210-01214,210-01210,4,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.77489,-122.415283
,210-01213,210-01210,3,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.774899,-122.415294
,210-01212,210-01210,2,Black,MS,N,N,SFMTA,ON,0,121,10TH ST,484000,MC2, ,37.774921,-122.415322
,568-14040,-,0,Black,SS,N,N,SFMTA,ON,0,1404,MISSION ST,9108000,MC2, ,37.775197,-122.416132
,568-14020,-,0,Black,SS,N,N,SFMTA,ON,0,1402,MISSION ST,9108000,MC2, ,37.775208,-122.416118
,210-00065,210-00060,5,Black,MS,N,N,SFMTA,ON,0,6,10TH ST,480000,MC2, ,37.776274,-122.417311
,210-00064,210-00060,4,Black,MS,N,N,SFMTA,ON,0,6,10TH ST,480000,MC2, ,37.776283,-122.417322
,210-00063,210-00060,3,Black,MS,N,N,SFMTA,ON,0,6,10TH ST,480000,MC2, ,37.776291,-122.417331
,210-00062,210-00060,2,Black,MS,N,N,SFMTA,ON,0,6,10TH ST,480000,MC2, ,37.776296,-122.417338
,211-00356,211-00350,6,Black,MS,N,N,SFMTA,ON,0,35,11TH ST,508000,MC2, ,37.774903,-122.41769
,211-00355,211-00350,5,Black,MS,N,N,SFMTA,ON,0,35,11TH ST,508000,MC2, ,37.774911,-122.417701
,211-00354,211-00350,4,Black,MS,N,N,SFMTA,ON,0,35,11TH ST,508000,MC2, ,37.77492,-122.417712
,211-00353,211-00350,3,Black,MS,N,N,SFMTA,ON,0,35,11TH ST,508000,MC2, ,37.774929,-122.417724
,211-00352,211-00350,2,Black,MS,N,N,SFMTA,ON,0,35,11TH ST,508000,MC2, ,37.774939,-122.417735
,211-00075,211-00070,5,Black,MS,N,N,SFMTA,ON,0,7,11TH ST,508000,MC2, ,37.775378,-122.418286
,705-06071,705-06070,1,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798686,-122.407531
,359-05344,359-05340,4,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794802,-122.402684
,359-05343,359-05340,3,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794804,-122.402669
,359-05342,359-05340,2,Black,MS,N,N,SFMTA,ON,0,534,CLAY ST,4085000,MC5,Downtown,37.794806,-122.402656
,202-00033,202-00030,3,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.789187,-122.40115
,202-00035,202-00030,5,Black,MS,N,N,SFMTA,ON,0,3,02ND ST,129000,MC5,Downtown,37.789173,-122.401132
,202-00052,202-00050,2,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789141,-122.401092
,202-00053,202-00050,3,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789134,-122.401084
,202-00054,202-00050,4,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789129,-122.401077
,202-00055,202-00050,5,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789123,-122.40107
,202-00056,202-00050,6,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789117,-122.401062
,202-00057,202-00050,7,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789111,-122.401054
,202-00058,202-00050,8,Black,MS,N,N,SFMTA,ON,0,5,02ND ST,129000,MC5,Downtown,37.789105,-122.401046
,202-00077,202-00070,7,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789057,-122.400987
,202-00078,202-00070,8,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.78905,-122.400977
,202-00074,202-00070,4,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789078,-122.401013
,202-00072,202-00070,2,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789091,-122.401029
,202-00076,202-00070,6,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789064,-122.400995
,202-00073,202-00070,3,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789085,-122.401021
,202-00075,202-00070,5,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789071,-122.401004
,202-00138,202-00130,8,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.788994,-122.400908
,202-00137,202-00130,7,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.789002,-122.400918
,202-00136,202-00130,6,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.789009,-122.400926
,202-00135,202-00130,5,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.789016,-122.400935
,202-00134,202-00130,4,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.789023,-122.400944
,202-00133,202-00130,3,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.78903,-122.400952
,202-00132,202-00130,2,Black,MS,N,N,SFMTA,ON,0,13,02ND ST,129000,MC5,Downtown,37.789038,-122.400963
,661-01269,661-01260,9,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788378,-122.401423
,661-01268,661-01260,8,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788385,-122.401414
,661-01267,661-01260,7,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788391,-122.401406
,661-01266,661-01260,6,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788397,-122.401399
,661-01265,661-01260,5,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788404,-122.401391
,661-01264,661-01260,4,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788409,-122.401383
,661-01263,661-01260,3,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788415,-122.401375
,661-01262,661-01260,2,Black,MS,N,N,SFMTA,ON,0,126,STEVENSON ST,12166000,MC5,Downtown,37.788422,-122.401367
,661-01248,661-01240,8,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.788437,-122.401348
,661-01247,661-01240,7,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.788443,-122.40134
,661-01246,661-01240,6,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.78845,-122.401332
,661-01245,661-01240,5,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.788456,-122.401324
,661-01244,661-01240,4,Black,MS,N,N,SFMTA,ON,0,124,STEVENSON ST,12166000,MC5,Downtown,37.788461,-122.401317
,720-05435,720-05430,5,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795486,-122.403085
,720-05434,720-05430,4,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795488,-122.403071
,720-05433,720-05430,3,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.79549,-122.403057
,720-05432,720-05430,2,Black,MS,N,N,SFMTA,ON,0,543,WASHINGTON ST,13409000,MC5,Downtown,37.795491,-122.403044
,720-05378,720-05370,8,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.795495,-122.403017
,720-05377,720-05370,7,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.795496,-122.403004
,720-05376,720-05370,6,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.795498,-122.402993
,720-05375,720-05370,5,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.7955,-122.402978
,720-05374,720-05370,4,Black,MS,N,N,SFMTA,ON,0,537,WASHINGTON ST,13409000,MC5,Downtown,37.795501,-122.402965
,525-00512,525-00500,12,Black,MS,Y,N,SFMTA,ON,0,51,KAPLAN LN,7741000,MC5,Downtown,37.784898,-122.398818
,684-03950,684-03950,10,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775247,-122.397127
,684-03959,684-03950,9,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775253,-122.397118
,684-03958,684-03950,8,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775261,-122.397107
,684-03957,684-03950,7,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775267,-122.397099
,684-03956,684-03950,6,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775273,-122.397091
,684-03955,684-03950,5,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775281,-122.397082
,684-03954,684-03950,4,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.77529,-122.39707
,684-03953,684-03950,3,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.775295,-122.397063
,651-00164,651-00160,4,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790739,-122.400577
,651-00163,651-00160,3,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790729,-122.400575
,651-00162,651-00160,2,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790721,-122.400573
,651-00161,651-00160,1,Black,MS,N,N,SFMTA,ON,0,16,SANSOME ST,11542000,MC5,Downtown,37.790711,-122.400571
