ID,POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LAT,LONG
,658-00242,658-00240,2,Black,MS,N,N,SFMTA,ON,0,24,SPEAR ST,12044000,MC5,Downtown,37.793344,-122.395197
,658-00249,658-00240,9,Black,MS,N,N,SFMTA,ON,0,24,SPEAR ST,12044000,MC5,Downtown,37.793297,-122.395138
,658-00247,658-00240,7,Black,MS,N,N,SFMTA,ON,0,24,SPEAR ST,12044000,MC5,Downtown,37.79331,-122.395155
,658-00248,658-00240,8,Black,MS,N,N,SFMTA,ON,0,24,SPEAR ST,12044000,MC5,Downtown,37.793303,-122.395146
,658-00246,658-00240,6,Black,MS,N,N,SFMTA,ON,0,24,SPEAR ST,12044000,MC5,Downtown,37.793316,-122.395162
,658-00026,658-00020,6,Black,MS,N,N,SFMTA,ON,0,2,SPEAR ST,12044000,MC5,Downtown,37.793599,-122.395517
,658-00025,658-00020,5,Black,MS,N,N,SFMTA,ON,0,2,SPEAR ST,12044000,MC5,Downtown,37.793604,-122.395524
,658-00024,658-00020,4,Black,MS,N,N,SFMTA,ON,0,2,SPEAR ST,12044000,MC5,Downtown,37.793611,-122.395531
,658-00023,658-00020,3,Black,MS,N,N,SFMTA,ON,0,2,SPEAR ST,12044000,MC5,Downtown,37.793618,-122.395541
,658-00022,658-00020,2,Black,MS,N,N,SFMTA,ON,0,2,SPEAR ST,12044000,MC5,Downtown,37.793624,-122.395548
,651-00119,651-00110,9,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790888,-122.400766
,651-00118,651-00110,8,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790878,-122.400764
,651-00117,651-00110,7,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790868,-122.400762
,651-00116,651-00110,6,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790856,-122.40076
,651-00115,651-00110,5,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790845,-122.400757
,561-02128,561-02120,8,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790104,-122.392886
,561-02127,561-02120,7,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790112,-122.392896
,561-02126,561-02120,6,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790119,-122.392905
,561-02125,561-02120,5,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790126,-122.392914
,561-02124,561-02120,4,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790189,-122.392992
,561-02123,561-02120,3,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790196,-122.393001
,561-02122,561-02120,2,Black,MS,N,N,SFMTA,ON,0,212,MAIN ST,8629000,MC5,Downtown,37.790203,-122.39301
,561-02108,561-02100,8,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.790217,-122.393028
,561-02107,561-02100,7,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.790223,-122.393035
,561-02106,561-02100,6,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.79023,-122.393043
,561-02105,561-02100,5,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.790236,-122.393052
,561-02104,561-02100,4,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.790244,-122.393061
,561-02103,561-02100,3,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.79025,-122.393068
,561-02102,561-02100,2,Black,MS,N,N,SFMTA,ON,0,210,MAIN ST,8629000,MC5,Downtown,37.790257,-122.393078
,561-02088,561-02080,8,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790271,-122.393096
,336-07263,336-07260,3,Black,MS,N,N,SFMTA,ON,0,726,BUSH ST,3437000,MC1, ,37.790114,-122.409669
,336-07262,336-07260,2,Black,MS,N,N,SFMTA,ON,0,726,BUSH ST,3437000,MC1, ,37.790115,-122.409656
,401-02338,401-02330,8,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785068,-122.410687
,401-02337,401-02330,7,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.78507,-122.410675
,401-02336,401-02330,6,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785071,-122.410662
,401-02335,401-02330,5,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785073,-122.41065
,401-02334,401-02330,4,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785074,-122.410638
,401-02333,401-02330,3,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785076,-122.410624
,401-02332,401-02330,2,Black,MS,N,N,SFMTA,ON,0,233,ELLIS ST,5172000,MC1, ,37.785084,-122.410565
,440-05220,-,0,Black,SS,N,N,SFMTA,ON,0,522,GEARY ST,6112000,MC2, ,37.786906,-122.412285
,440-05200,-,0,Black,SS,N,N,SFMTA,ON,0,520,GEARY ST,6112000,MC2, ,37.786908,-122.412272
,500-15332,500-15330,2,Black,MS,N,N,SFMTA,ON,0,1533,JACKSON ST,7395000,MC3, ,37.794164,-122.420824
,500-16036,500-16030,6,Black,MS,N,N,SFMTA,ON,0,1603,JACKSON ST,7396000,MC3, ,37.794055,-122.421679
,500-16035,500-16030,5,Black,MS,N,N,SFMTA,ON,0,1603,JACKSON ST,7396000,MC3, ,37.794056,-122.421669
,500-16034,500-16030,4,Black,MS,N,N,SFMTA,ON,0,1603,JACKSON ST,7396000,MC3, ,37.794058,-122.421658
,386-02065,386-02060,5,Black,MS,N,N,SFMTA,ON,0,206,DRUMM ST,4972000,MC5,Downtown,37.795743,-122.396683
,386-02066,386-02060,6,Black,MS,N,N,SFMTA,ON,0,206,DRUMM ST,4972000,MC5,Downtown,37.795755,-122.396686
,612-18220,-,0,Black,SS,N,N,SFMTA,ON,0,1822,POLK ST,10573000,MC3, ,37.793777,-122.421252
,469-17620,-,0,Black,SS,N,N,SFMTA,ON,0,1762,HOLLOWAY AVE,6998201,MC3, ,37.721014,-122.480507
,720-05318,720-05310,8,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795511,-122.402887
,720-05317,720-05310,7,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795513,-122.402876
,720-05316,720-05310,6,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795514,-122.402864
,720-05315,720-05310,5,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795516,-122.402852
,720-05314,720-05310,4,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795518,-122.402837
,720-05313,720-05310,3,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795519,-122.402824
,720-05312,720-05310,2,Black,MS,N,N,SFMTA,ON,0,531,WASHINGTON ST,13409000,MC5,Downtown,37.795521,-122.402811
,720-05259,720-05250,9,Black,MS,N,N,SFMTA,ON,0,525,WASHINGTON ST,13409000,MC5,Downtown,37.795524,-122.402784
,720-05258,720-05250,8,Black,MS,N,N,SFMTA,ON,0,525,WASHINGTON ST,13409000,MC5,Downtown,37.795526,-122.402771
,720-05257,720-05250,7,Black,MS,N,N,SFMTA,ON,0,525,WASHINGTON ST,13409000,MC5,Downtown,37.795527,-122.40276
,720-05256,720-05250,6,Black,MS,N,N,SFMTA,ON,0,525,WASHINGTON ST,13409000,MC5,Downtown,37.79553,-122.402742
,386-02062,386-02060,2,Black,MS,N,N,SFMTA,ON,0,206,DRUMM ST,4972000,MC5,Downtown,37.795715,-122.396677
,502-06269,502-06260,9,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787533,-122.413247
,502-06268,502-06260,8,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787523,-122.413245
,502-06267,502-06260,7,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787516,-122.413243
,502-06266,502-06260,6,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787504,-122.413241
,502-06265,502-06260,5,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787492,-122.413239
,502-06264,502-06260,4,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787481,-122.413236
,502-06263,502-06260,3,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787472,-122.413234
,502-06262,502-06260,2,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787461,-122.413232
,606-15201,606-15200,1,Black,MS,N,N,SFMTA,ON,0,1520,PINE ST,10477000,MC3, ,37.789612,-122.421097
,202-03360,-,0,Black,SS,Y,N,SFMTA,ON,0,336,02ND ST,139000,MC5,South Embarcadero,37.784773,-122.395891
,562-03201,562-03200,1,Black,MS,N,N,SFMTA,ON,0,320,MASON ST,8803000,MC1, ,37.786793,-122.409734
,359-16370,-,0,Black,SS,N,N,SFMTA,ON,0,1637,CLAY ST,4105000,MC3, ,37.792417,-122.420363
,224-31320,-,0,Black,SS,N,N,SFMTA,ON,0,3132,24TH ST,1340000,MC3, ,37.752491,-122.415062
,864-04130,-,0,Black,SS,Y,N,PORT,ON,0,413,SPEAR ST,12048000,PortMC1, ,37.788503,-122.388879
,864-04170,-,0,Black,SS,Y,N,PORT,ON,0,417,SPEAR ST,12048000,PortMC1, ,37.788493,-122.388867
,821-05420,821-05002,42,Black,MS,N,N,PORT,ON,0,542,BEALE ST,2868000,PortMC1, ,37.785646,-122.389041
,821-05710,821-05003,71,Black,MS,N,N,PORT,ON,0,571,BEALE ST,2868000,PortMC1, ,37.785491,-122.388591
,821-05690,821-05003,69,Black,MS,N,N,PORT,ON,0,569,BEALE ST,2868000,PortMC1, ,37.7855,-122.388602
,606-15345,606-15340,5,Black,MS,N,N,SFMTA,ON,0,1534,PINE ST,10477000,MC3, ,37.78956,-122.421502
,606-15344,606-15340,4,Black,MS,N,N,SFMTA,ON,0,1534,PINE ST,10477000,MC3, ,37.789562,-122.421491
,525-00405,525-00400,5,Black,MS,Y,N,SFMTA,ON,0,40,KAPLAN LN,7741000,MC5,Downtown,37.784949,-122.399184
,525-00406,525-00400,6,Black,MS,Y,N,SFMTA,ON,0,40,KAPLAN LN,7741000,MC5,Downtown,37.784941,-122.399142
,684-03952,684-03950,2,Black,MS,Y,N,SFMTA,ON,0,395,TOWNSEND ST,12663000,MC5,South Embarcadero,37.7753,-122.397057
,684-03535,684-03530,5,Black,MS,Y,N,SFMTA,ON,0,353,TOWNSEND ST,12663000,MC5,South Embarcadero,37.776021,-122.396127
,330-03280,-,0,Black,SS,Y,N,SFMTA,ON,0,328,BRANNAN ST,3075000,MC5,South Embarcadero,37.781462,-122.392709
,472-00521,472-00520,1,Black,MS,N,N,SFMTA,ON,0,52,HYDE ST,7114000,MC5,Civic Center,37.780864,-122.415265
,500-16031,500-16030,1,Black,MS,N,N,SFMTA,ON,0,1603,JACKSON ST,7396000,MC3, ,37.794063,-122.42162
,705-06076,705-06070,6,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798672,-122.407591
,705-06075,705-06070,5,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798678,-122.407581
,705-06074,705-06070,4,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798681,-122.40757
,705-06073,705-06070,3,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798683,-122.407558
,705-06072,705-06070,2,Black,MS,N,N,SFMTA,ON,0,607,VALLEJO ST,13092000,MC3, ,37.798684,-122.407546
,705-06056,705-06050,6,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798688,-122.407516
,705-06055,705-06050,5,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798689,-122.407503
,705-06054,705-06050,4,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798691,-122.407488
,705-06053,705-06050,3,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798692,-122.407477
,705-06052,705-06050,2,Black,MS,N,N,SFMTA,ON,0,605,VALLEJO ST,13092000,MC3, ,37.798694,-122.407464
,600-05036,600-05030,6,Black,MS,N,N,SFMTA,ON,0,503,PACIFIC AVE,10122000,MC2, ,37.79723,-122.403905
,600-05035,600-05030,5,Black,MS,N,N,SFMTA,ON,0,503,PACIFIC AVE,10122000,MC2, ,37.797231,-122.403893
,600-05034,600-05030,4,Black,MS,N,N,SFMTA,ON,0,503,PACIFIC AVE,10122000,MC2, ,37.797233,-122.403881
,600-05033,600-05030,3,Black,MS,N,N,SFMTA,ON,0,503,PACIFIC AVE,10122000,MC2, ,37.797234,-122.403871
,600-05032,600-05030,2,Black,MS,N,N,SFMTA,ON,0,503,PACIFIC AVE,10122000,MC2, ,37.797236,-122.403858
,324-06236,324-06230,6,Black,MS,N,N,SFMTA,ON,0,623,BATTERY ST,2761000,MC2, ,37.797562,-122.400923
,324-06235,324-06230,5,Black,MS,N,N,SFMTA,ON,0,623,BATTERY ST,2761000,MC2, ,37.797551,-122.400921
,324-06234,324-06230,4,Black,MS,N,N,SFMTA,ON,0,623,BATTERY ST,2761000,MC2, ,37.797541,-122.400919
,324-06233,324-06230,3,Black,MS,N,N,SFMTA,ON,0,623,BATTERY ST,2761000,MC2, ,37.797533,-122.400917
,202-00071,202-00070,1,Black,MS,N,N,SFMTA,ON,0,7,02ND ST,129000,MC5,Downtown,37.789097,-122.401037
,724-02320,-,0,Black,SS,N,N,SFMTA,ON,0,232,WILLOW ST,13664000,MC3, ,37.783246,-122.422045
,400-02420,-,0,Black,SS,N,N,SFMTA,ON,0,242,EDDY ST,5060000,MC2, ,37.784024,-122.412416
,462-18010,-,0,Black,SS,N,N,SFMTA,ON,0,1801,HAIGHT ST,6624000,MC3, ,37.7693,-122.451993
,462-18090,-,0,Black,SS,N,N,SFMTA,ON,0,1809,HAIGHT ST,6624000,MC3, ,37.769293,-122.452049
,561-02087,561-02080,7,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790277,-122.393103
,561-02086,561-02080,6,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790284,-122.393112
,561-02085,561-02080,5,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.79029,-122.393119
,324-06232,324-06230,2,Black,MS,N,N,SFMTA,ON,0,623,BATTERY ST,2761000,MC2, ,37.797524,-122.400915
,324-06218,324-06210,8,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797504,-122.400911
,324-06217,324-06210,7,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797493,-122.400909
,324-06216,324-06210,6,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797485,-122.400908
,324-06215,324-06210,5,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797476,-122.400906
,324-06214,324-06210,4,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797466,-122.400904
,324-06213,324-06210,3,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797455,-122.400902
,324-06212,324-06210,2,Black,MS,N,N,SFMTA,ON,0,621,BATTERY ST,2761000,MC2, ,37.797445,-122.4009
,600-03185,600-03180,5,Black,MS,N,N,SFMTA,ON,0,318,PACIFIC AVE,10119000,MC2, ,37.797612,-122.401559
,600-03184,600-03180,4,Black,MS,N,N,SFMTA,ON,0,318,PACIFIC AVE,10119000,MC2, ,37.797613,-122.401547
,600-03183,600-03180,3,Black,MS,N,N,SFMTA,ON,0,318,PACIFIC AVE,10119000,MC2, ,37.797615,-122.401535
,600-03182,600-03180,2,Black,MS,N,N,SFMTA,ON,0,318,PACIFIC AVE,10119000,MC2, ,37.797617,-122.401522
,600-03166,600-03160,6,Black,MS,N,N,SFMTA,ON,0,316,PACIFIC AVE,10119000,MC2, ,37.79762,-122.401499
,330-03260,-,0,Black,SS,Y,N,SFMTA,ON,0,326,BRANNAN ST,3075000,MC5,South Embarcadero,37.781471,-122.392699
,307-03030,-,0,Black,SS,Y,N,SFMTA,ON,0,303,ASH ST,2507000,MC5,Civic Center,37.779221,-122.423158
,681-07184,681-07180,4,Black,MS,N,N,SFMTA,ON,0,718,TAYLOR ST,12437000,MC1, ,37.789419,-122.411947
,681-07183,681-07180,3,Black,MS,N,N,SFMTA,ON,0,718,TAYLOR ST,12437000,MC1, ,37.789409,-122.411945
,681-07182,681-07180,2,Black,MS,N,N,SFMTA,ON,0,718,TAYLOR ST,12437000,MC1, ,37.789401,-122.411944
,681-07166,681-07160,6,Black,MS,N,N,SFMTA,ON,0,716,TAYLOR ST,12437000,MC1, ,37.789383,-122.41194
,681-07165,681-07160,5,Black,MS,N,N,SFMTA,ON,0,716,TAYLOR ST,12437000,MC1, ,37.789372,-122.411938
,681-07164,681-07160,4,Black,MS,N,N,SFMTA,ON,0,716,TAYLOR ST,12437000,MC1, ,37.789366,-122.411936
,681-07163,681-07160,3,Black,MS,N,N,SFMTA,ON,0,716,TAYLOR ST,12437000,MC1, ,37.789357,-122.411935
,681-07162,681-07160,2,Black,MS,N,N,SFMTA,ON,0,716,TAYLOR ST,12437000,MC1, ,37.789349,-122.411933
,502-06260,502-06260,10,Black,MS,N,N,SFMTA,ON,0,626,JONES ST,7572000,MC2, ,37.787542,-122.413249
,561-00019,561-00010,9,Black,MS,N,N,SFMTA,ON,0,1,MAIN ST,8627000,MC5,Downtown,37.792917,-122.396151
,561-00018,561-00010,8,Black,MS,N,N,SFMTA,ON,0,1,MAIN ST,8627000,MC5,Downtown,37.792923,-122.396159
,666-08141,666-08140,1,Black,MS,Y,N,SFMTA,ON,0,814,SUTTER ST,12326000,MC3, ,37.788593,-122.414073
,561-02084,561-02080,4,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790298,-122.393129
,561-02083,561-02080,3,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790305,-122.393138
,561-02082,561-02080,2,Black,MS,N,N,SFMTA,ON,0,208,MAIN ST,8629000,MC5,Downtown,37.790311,-122.393146
,561-02068,561-02060,8,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790324,-122.393162
,561-02067,561-02060,7,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790332,-122.393171
,561-02066,561-02060,6,Black,MS,N,N,SFMTA,ON,0,206,MAIN ST,8629000,MC5,Downtown,37.790338,-122.39318
,651-00114,651-00110,4,Black,MS,N,N,SFMTA,ON,0,11,SANSOME ST,11542000,MC5,Downtown,37.790835,-122.400755
,700-04127,700-04120,7,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.76614,-122.422112
,700-04126,700-04120,6,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.76615,-122.422113
,700-04125,700-04120,5,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.766159,-122.422114
,700-04124,700-04120,4,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.766168,-122.422115
,700-04123,700-04120,3,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.766176,-122.422115
,700-04122,700-04120,2,Black,MS,N,N,SFMTA,ON,0,412,VALENCIA ST,13058000,MC5,Mission,37.766186,-122.422116
,569-19135,569-19130,5,Black,MS,N,N,SFMTA,ON,0,1913,MARKET ST,8761101,MC3, ,37.770284,-122.425188
,569-19134,569-19130,4,Black,MS,N,N,SFMTA,ON,0,1913,MARKET ST,8761101,MC3, ,37.770291,-122.42518
,569-19133,569-19130,3,Black,MS,N,N,SFMTA,ON,0,1913,MARKET ST,8761101,MC3, ,37.770298,-122.425171
,569-19132,569-19130,2,Black,MS,N,N,SFMTA,ON,0,1913,MARKET ST,8761101,MC3, ,37.770304,-122.425163
,700-01519,700-01570,9,Black,MS,N,N,SFMTA,ON,0,151,VALENCIA ST,13053000,MC3, ,37.770217,-122.42229
,700-01515,700-01570,5,Black,MS,N,N,SFMTA,ON,0,151,VALENCIA ST,13053000,MC3, ,37.770256,-122.422294
,700-01516,700-01570,6,Black,MS,N,N,SFMTA,ON,0,151,VALENCIA ST,13053000,MC3, ,37.770246,-122.422293
,470-06247,470-06240,7,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.786417,-122.398848
,470-06246,470-06240,6,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.786424,-122.39884
,470-06245,470-06240,5,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.786429,-122.398832
,470-06244,470-06240,4,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.786437,-122.398823
,470-06243,470-06240,3,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.786443,-122.398816
,470-06242,470-06240,2,Black,MS,N,N,SFMTA,ON,0,624,HOWARD ST,7035000,MC5,Downtown,37.78645,-122.398807
,582-01145,582-01140,5,Black,MS,N,N,SFMTA,ON,0,114,NEW MONTGOMERY ST,9544000,MC5,Downtown,37.78702,-122.40008
,582-01144,582-01140,4,Black,MS,N,N,SFMTA,ON,0,114,NEW MONTGOMERY ST,9544000,MC5,Downtown,37.787026,-122.400088
,582-01143,582-01140,3,Black,MS,N,N,SFMTA,ON,0,114,NEW MONTGOMERY ST,9544000,MC5,Downtown,37.787034,-122.400097
,582-01142,582-01140,2,Black,MS,N,N,SFMTA,ON,0,114,NEW MONTGOMERY ST,9544000,MC5,Downtown,37.78704,-122.400105
,580-01217,580-01210,7,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.786684,-122.399388
,580-01216,580-01210,6,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.78669,-122.39938
,580-01215,580-01210,5,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.786697,-122.399371
,580-01214,580-01210,4,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.786704,-122.399363
,580-01213,580-01210,3,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.786709,-122.399355
,580-01212,580-01210,2,Black,MS,N,N,SFMTA,ON,0,121,NATOMA ST,9508000,MC5,Downtown,37.786717,-122.399346
,580-00018,580-00010,8,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788803,-122.396713
,580-00017,580-00010,7,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.78881,-122.396704
,580-00016,580-00010,6,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788816,-122.396696
,580-00015,580-00010,5,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788822,-122.396688
,580-00014,580-00010,4,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788831,-122.396676
,580-00013,580-00010,3,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788838,-122.396668
,580-00012,580-00010,2,Black,MS,N,N,SFMTA,ON,0,1,NATOMA ST,9507000,MC5,Downtown,37.788846,-122.396658
,418-05036,418-05030,6,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,MC5,South Embarcadero,37.787062,-122.394624
,418-05035,418-05030,5,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,MC5,South Embarcadero,37.787071,-122.394613
,418-05034,418-05030,4,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,MC5,South Embarcadero,37.787076,-122.394606
,418-05033,418-05030,3,Black,MS,N,N,SFMTA,ON,0,503,FOLSOM ST,5657000,MC5,South Embarcadero,37.787083,-122.394598
,216-31300,-,0,Black,SS,N,N,SFMTA,ON,0,3130,16TH ST,733000,MC5,Mission,37.764927,-122.422868
,651-00182,651-00180,2,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790798,-122.400589
,651-00183,651-00180,3,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.79081,-122.400592
,651-00184,651-00180,4,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790821,-122.400594
,651-00185,651-00180,5,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790829,-122.400596
,651-00186,651-00180,6,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790839,-122.400598
,651-00187,651-00180,7,Black,MS,N,N,SFMTA,ON,0,18,SANSOME ST,11542000,MC5,Downtown,37.790849,-122.4006
,651-00201,651-00200,1,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790869,-122.400604
,651-00202,651-00200,2,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790878,-122.400606
,651-00203,651-00200,3,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790889,-122.400608
,651-00204,651-00200,4,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790899,-122.40061
,651-00205,651-00200,5,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790909,-122.400612
,651-00206,651-00200,6,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790918,-122.400614
,651-00207,651-00200,7,Black,MS,N,N,SFMTA,ON,0,20,SANSOME ST,11542000,MC5,Downtown,37.790927,-122.400616
,651-00281,651-00280,1,Black,MS,N,N,SFMTA,ON,0,28,SANSOME ST,11542000,MC5,Downtown,37.791022,-122.400635
,651-00282,651-00280,2,Black,MS,N,N,SFMTA,ON,0,28,SANSOME ST,11542000,MC5,Downtown,37.791033,-122.400638
,651-00283,651-00280,3,Black,MS,N,N,SFMTA,ON,0,28,SANSOME ST,11542000,MC5,Downtown,37.791045,-122.40064
,651-00285,651-00280,5,Black,MS,N,N,SFMTA,ON,0,28,SANSOME ST,11542000,MC5,Downtown,37.79107,-122.400645
